,StartStationName,count
2093,大庆客运集团公路客运西站,219
2094,盐城汽车北站,44449
2095,广饶站,4440
2096,峰口,5103
2097,石门县汽车站,831
2098,耒阳五里牌汽车站,17188
2099,武冈汽车东站,412
2100,河源汽车客运站,22137
2101,大沥汽车站,2865
2102,定安王介,10
2103,东方,2
2104,广西宜州,1
2105,林场,1
2106,万州汽车北站,56
2107,城东客运站,322
2108,白玉县汽车站,465
2109,新发地长途客运站,31
2110,鄂尔多斯客运总站,6
2111,太原客运东站,12021
2112,滁州北站,462
2113,通辽汽车站,11209
2114,辽中客运站,390
2115,230382003,2
2116,230781086,1
2117,古溪站,2765
2118,蔡桥站,42
2119,六安汽车客运东站,1
2120,临清站,56618
2121,项城联营汽车站,48
2122,临颍汽车站(人民路),2878
2123,丹江口,8464
2124,普宁流沙汽车客运站,4120
2125,三塘点,20
2126,棉洋点,3
2127,文昌抱罗路口,32
2128,琼中湾岭,53
2129,琼海大路,31
2130,三门坡,7
2131,永川客运中心站,767
2132,平昌县城东汽车客运站,303
2133,西充客运中心(东站),7071
2134,毕节汽车北站,23619
2135,竹山客运站,3
2136,丹寨汽车客运站,58872
2137,贵南县汽车站,744
2138,岢岚汽车客运站,5293
2139,231181004,2
2140,230102023,2
2141,桐乡中心站,43435
2142,三山,677
2143,紫金学院,473
2144,东方海天酒店,542
2145,民权汽车站,1132
2146,郑州南站,81761
2147,孟州汽车站,669
2148,许昌豪华站,188
2149,兴宁汽车客运站,17692
2150,雷州市客运中心站,843
2151,金秀头排客运服务站,2
2152,儋州西培,3
2153,巫山翠屏汽车站,1030
2154,雷山汽车站,608
2155,芒市汽车客运北站,2
2156,松山湖汽车客运站,3
2157,大同客运东站,4
2158,永安汽车站,3
2159,五原客运站,2
2160,金华市东阳客运东站,1
2161,都兰汽车站,677
2162,双阳客运站,1655
2163,230102002,209
2164,客运总站,28188
2165,塔河客运站,1895
2166,海安汽车站,107080
2167,练塘卡口,20
2168,森林公安,1
2169,肥城站,108411
2170,周村,2254
2171,夏邑总站,116
2172,成都十陵车站,60091
2173,宜都客运站,2
2174,白城中心站,8
2175,玉田汽车客运站,1
2176,石泉县城际客运站,6805
2177,张掖南站,38
2178,乌拉盖汽车站,30
2179,通化市公路客运总站,3313
2180,230921001,17
2181,230111002,7
2182,海安雅周站,3006
2183,白金汉爵,123
2184,青田汽车客运站,14809
2185,乐清客货运中心,66070
2186,高崎,8910
2187,平和车站,811
2188,郭店,1
2189,中心站,22882
2190,微山站,15839
2191,周口汽车东站,2760
2192,信阳汽车站,11069
2193,长葛客运枢纽站,183
2194,岳阳汽车站,18430
2195,恩平西门汽车客运站,451
2196,斗门汽车客运站,2396
2197,珠海湖心路口客运站,76
2198,揭西河婆汽车客运站,224
2199,中山市大涌汽车客运站,9
2200,桐木客运服务站,1
2201,富顺县城东客运站,63
2202,四会槎山客运站,3
2203,观澜汽车客运站,8
2204,韶关汽车南站,9
2205,洛南客运站,1
2206,乾安县公路客运总站,8852
2207,长途南站,790026
2208,宁海客运中心,111298
2209,象山中心站,78063
2210,人民广场,97
2211,沈丘东关站,1019
2212,固始顺达客运站,260
2213,博爱客车站,67
2214,白地市车站,116
2215,太平汽车客运服务站,73
2216,龙洲湾汽车站,546
2217,长寿汽车总站,1116
2218,凯里客车站,460165
2219,清远新城客运站,30
2220,开江客运总站,329
2221,龙岗长途汽车客运站,11
2222,剑河汽车客运站,76741
2223,比如县客运站,5165
2224,合阳客运站,31517
2225,长春龙嘉机场,31933
2226,望奎客运站,10688
2227,南通汽车站,255433
2228,淮安北站农公站,4759
2229,襄阳旅游长途客运站,50265
2230,耒阳中心站,3194
2231,嘉禾金田汽车站,2019
2232,深圳市龙岗汽车客运站,2294
2233,珠海南溪汽车客运站,169
2234,珠海横琴湾酒店,43
2235,云南文山,24
2236,苗圃,4
2237,乐东九所,56
2238,琼中腰子,30
2239,万宁神州半岛,3
2240,泗县汽车站,2
2241,平罗汽车站,41549
2242,金溪汽车站,2
2243,略阳汽车站,364
2244,高平市客运中心,1997
2245,临江口岸公路客运总站,11413
2246,永泰,12412
2247,高梧,51
2248,丘坊村委会,3
2249,景德镇短西,19
2250,临沂总站,371942
2251,松滋,97349
2252,蕲州,1041
2253,怀化客运枢纽站,45
2254,深圳市宝安汽车客运站,31733
2255,阳春潭水站,1787
2256,阳春岗美站,1567
2257,潮阳区汽车客运站,21
2258,海口三江农场,10
2259,乐山客运中心站,61163
2260,成都新南门车站,129502
2261,广安客运枢纽站(南站),2148
2262,乐山肖坝旅游汽车站,4277
2263,义祠汽车客运站,10
2264,红桥客运站,7
2265,东站汽车客运站,8
2266,龙岩汽车客运中心站,1
2267,扶风汽车站,111517
2268,汉中枢纽站,1029
2269,通化县北兴快大站,1399
2270,长春客运北站,117
2271,如东丰利站,8723
2272,象湖,19
2273,安溪金火中学,1
2274,崇仁,10682
2275,沂南站,45080
2276,临颍汽车站,18819
2277,桑植县玉家台汽车站,11185
2278,宜章汽车站,13634
2279,连平汽车客运站,14972
2280,汕头市汽车总站,7719
2281,市桥汽车站,667
2282,广东广州市,32
2283,广东潮州饶平县,4
2284,乐东万仲,3
2285,德昌县汽车客运站,8946
2286,平坝汽车站,102101
2287,黄石综合客运枢纽站,28
2288,清远连州客运站,9
2289,郑家坞镇交通运输服务站,4
2290,合作市合作公用型汽车站,6439
2291,220182009,1
2292,230881110,1
2293,甘南县客运总站,19407
2294,扬州东站,147506
2295,港区车站,7055
2296,盐都汽车站,8331
2297,南门客运站,2031
2298,郸城中心站(孔桥站),1589
2299,清远新城汽车客运站,118105
2300,广宁汽车客运站,18869
2301,东莞市南城汽车客运站,44105
2302,珠海拱北通大汽车客运站,451
2303,儋州木棠,57
2304,东山桥,44
2305,江油汽车客运站,38700
2306,遂宁城北客运站,41798
2307,北部客运站,79
2308,巫溪长途汽车客运站,2
2309,蒲城客运中心站,53389
2310,华亭县客运中心,6772
2311,新桥机场,1249
2312,230622025,3
2313,南安车站,199
2314,一号线员工,5
2315,商河总站,56467
2316,杞县汽车站,3173
2317,宝丰,17731
2318,江华汽车站,7020
2319,郴州城际大巴客运站,12209
2320,南宁埌东客运站,21954
2321,金桥客运站,864
2322,陵水站,7006
2323,琼中乌石,25
2324,屯昌大同,1
2325,合川客运中心站,59
2326,长沙长株潭汽车站,25
2327,临安汽车东站,244
2328,丹棱客运中心,572
2329,佛山汽车客运站,20
2330,北流汽车总站,7
2331,浦北总站,2
2332,定边汽车站,328
2333,薛家湾汽车站,8708
2334,淮安北站,208025
2335,高沟站,4079
2336,震泽站,6803
2337,顺昌汽车站,11896
2338,万年汽车站(新),126
2339,青岛东站,51792
2340,焦作客运总站,32246
2341,叶县汽车总站,1637
2342,安平车站,111
2343,华伟点,45
2344,雷州总站,539
2345,里建客运站,312
2346,钟山客运服务站,169
2347,三亚海棠湾,66
2348,忠县汽车总站,1097
2349,红果汽车站,8440
2350,内江综合客运中心站,9
2351,双桥汽车站,10
2352,兴宁东岳宫客运站,7
2353,天镇县汽车站,1030
2354,介休汽车客运站,92
2355,庄河,70409
2356,蛟河客运站,477
2357,232722006,4
2358,古田纪念馆,70
2359,中堡,3
2360,荣成站,6476
2361,龙州汽车客运服务站,858
2362,福山补票点二,127
2363,屯昌南坤,24
2364,屯昌南吕,5
2365,广西桂林,5
2366,西乡县汽车站,8
2367,松滋客运站,5
2368,龙岗总站,2
2369,申扎县客运站,1192
2370,精河客运站,209
2371,合肥市省客汽车站,2468
2372,通达南站,330
2373,延吉市客运西站,3686
2374,集安市公路客运站,3065
2375,231202009,1
2376,克东县运输公司客运站,14977
2377,池州,43
2378,闽清,7385
2379,昌乐汽车站,3024
2380,项城长途汽车站,4742
2381,南召汽车站,2223
2382,利川,7785
2383,新宁汽车站,94
2384,电白汽车客运站,1078
2385,遂溪总站,332
2386,茂名高州站,802
2387,定安新竹,37
2388,屯昌什流黑,14
2389,文昌迈号,18
2390,福建泉州市,2
2391,定安儒木塘,3
2392,雅江客运中心,1348
2393,大新客运总站,6
2394,宜昌长途汽车站,3
2395,松原宁江区站,12
2396,武宣汽车站,5
2397,林芝客运站,86079
2398,民勤客运中心站,903
2399,沁源县汽车客运中心,57
2400,左云汽车站,151
2401,拉布大林安通汽车客运站,616
2402,宽甸,162283
2403,绥滨县客运站,2152
2404,三明东,4473
2405,吾祠,3
2406,永平车站,10
2407,淅川县汽车站,404
2408,襄阳,1013
2409,深圳市龙岗横岗长途汽车客运站,1762
2410,茂名市化州北岸汽车客运站,5
2411,西永交通换乘枢纽,11
2412,犍为南门中心站(老城区),17242
2413,壤塘客运中心,33
2414,重庆四公里交通换乘枢纽,1
2415,谷城县汽车站,1
2416,阳泉市客运总站,1129
2417,230881002,1
2418,天岗湖站,16157
2419,江宁客运站,108
2420,海安白甸站,3945
2421,常州交通技校,226
2422,建瓯西站,1268
2423,三洲路口售票点,32
2424,景德镇东站,7430
2425,高密汽车站,13310
2426,东明站,12955
2427,汉寿汽车站,1709
2428,广州南汽车客运站,3702
2429,饶平县新城区客运站,6291
2430,中山市小榄汽车客运站,8161
2431,隆林客运服务站,78
2432,乐东千家,31
2433,文昌南阳,1
2434,荔波汽车站,128651
2435,西充西客站,8705
2436,石浦汽车客运东站,1070
2437,鹿寨汽车总站,2
2438,芒康县客运站,6466
2439,武威客运中心,1429
2440,伽师客运站,341312
2441,代县汽车客运站,2503
2442,二连国际汽车站,5910
2443,达拉特旗汽车站,120
2444,230421003,4
2445,230231044,1
2446,230102021,26
2447,捷晖小区,186
2448,南阳,78
2449,朋口,4
2450,新干城南汽车站,274
2451,东方海洋大酒店,225
2452,郑州高铁枢纽站,126618
2453,益阳火车站,383
2454,东莞市虎门北栅汽车客运站,264
2455,华城万佳点,25
2456,中山市益华汽车客运配客中心,20
2457,蒙山汽车客运服务站,1209
2458,郫县客运中心,21858
2459,广安客运枢纽站(枣山),65686
2460,新龙汽车站,305
2461,隆林客运站,2
2462,郎溪,20787
2463,五台山汽车站,38
2464,231283049,1
2465,齐齐哈尔公路客运总站客运东站,35470
2466,泰州西站,8388
2467,如东沿南站,1586
2468,永丰汽车站,9811
2469,枣园,5
2470,石岛站,9781
2471,长垣汽车东站,3161
2472,惠州,10
2473,长株潭,32776
2474,常宁汽车站(莲花站),2703
2475,郴州汽车西站,52598
2476,莫村汽车客运站,1374
2477,前詹镇第一招呼站,48
2478,抱罗车站,2
2479,澄迈石浮,9
2480,乐东九所高速路口,10
2481,定安黄竹路口,3
2482,夹江汽车客运中心,11119
2483,洪湖汽车客运站,9
2484,石碣汽车客运站,3
2485,天柱汽车客运站,127833
2486,吴忠站,276
2487,民丰客运站,443
2488,大同汽车站,3159
2489,吉林市换乘中心站,12119
2490,231221032,3
2491,勃利县运输公司客运站,1170
2492,通州汽车站,58753
2493,江阴站,235233
2494,江山虎山站,32982
2495,长兴汽车总站,12467
2496,宁波中心站,210689
2497,霍山客运中心站,14
2498,淄川,22180
2499,漯河中心站,75111
2500,肇庆粤运汽车总站（综合体）,1087
2501,北海南珠汽车客运站,2790
2502,白沙客运站,292
2503,文昌翁田,122
2504,遂宁城南客运站,57213
2505,三都汽车站,89503
2506,盈江汽车客运站,3
2507,维西客运站,2
2508,黄南汽车总站,3
2509,松柏汽车客运站,3
2510,乌拉特中旗客运站,4
2511,汉中高速客运站,1266
2512,乌苏市客运站,318296
2513,平鲁区客运站,2285
2514,西旗客运站,3021
2515,通化县公路客运站,7961
2516,四方坨子客运站,28
2517,230184002,1
2518,巴彦县公路客运站,17899
2519,临海客运中心,85285
2520,萧山汽车总站,42322
2521,庆元客运站,13097
2522,青阳汽车中心站,9
2523,南靖,2140
2524,南平武夷客运总站,4795
2525,永新长途站,1771
2526,烟台福山站,4107
2527,武城汽车站,8353
2528,济宁汽车总站,229878
2529,宝丰汽车站,48
2530,平江天岳汽车站,2102
2531,澄海鹏达汽车客运站,83
2532,融安汽车总站,182
2533,澄迈福山路口,7
2534,雅安汽车客运站,57037
2535,叙永永宁汽车站(原西外车站),9171
2536,毕节东客站,23276
2537,达州客运西站,28931
2538,金堂客运站,23735
2539,宁乡东城汽车站,17
2540,拉萨柳梧汽车站,45441
2541,肃南汽车站,2807
2542,新源客运站,30374
2543,奇台汽车站,3779
2544,鄯善客运站,34
2545,230703020,5
2546,绥芬河公路客运枢纽站,1503
2547,苏欣快客站,102917
2548,六安汽车客运北站,1842
2549,南阳商城站,273
2550,长沙西,358733
2551,岳阳洞庭汽车站,19575
2552,华容中心汽车站,3367
2553,普宁国际服装城汽车客运站,912
2554,深圳市宝安福永汽车客运站,2253
2555,简阳城东客运站,158217
2556,开县中心汽车客运站,28
2557,西江汽车站,64
2558,天龙汽车站,12
2559,翁源龙仙客运站,4
2560,百色客运站,17
2561,浠水环通客运总站,5
2562,平乐汽车总站,5
2563,紫阳汽车站,77629
2564,兰州市汽车东站,174523
2565,布尔津客运站,18610
2566,桦南长途站,24973
2567,芜湖县客运中心,806
2568,德兴车站,4507
2569,交运明水,23234
2570,郑州总站,21165
2571,卢氏汽车站,416
2572,信阳弘运汽车站,380
2573,中山（包车）,26
2574,天龙车站,1419
2575,通道汽车站,17097
2576,衡山站,553
2577,安化梅城汽车站,1733
2578,车岗站,3
2579,玉林总站,2150
2580,海口秀英港,2985
2581,乐东乐光,17
2582,广东深圳龙岗,1
2583,南充城北汽车站,30452
2584,建阳汽车站,3
2585,富平汽车站,3
2586,遵化汽车客运站,2
2587,陈仓客运汽车站,7698
2588,大连站南客运站二处,90794
2589,长白县运输公司客运站,7023
2590,嫩江县公路客运总站,11129
2591,鸡西市公路客运总站,8221
2592,新区农行公交站,3
2593,马鞍山当涂东站,166
2594,青岛(利),7574
2595,岳阳县城南汽车站,4362
2596,三灶站,105
2597,揭西棉湖汽车客运站,4
2598,宜州汽车总站,1083
2599,梁平中心汽车站,522
2600,青白江客运枢纽站,371
2601,道孚县汽车站客运中心,213
2602,保靖汽车站,15
2603,辽源客运总站,17
2604,宝安公明客运站,6
2605,大朗汽车客运站,1
2606,五原汽车站,960
2607,四平市公路客运总站,7580
2608,220283003,2
2609,五大连池风景区客运站,2472
2610,将乐,618
2611,泗水站,39931
2612,濮阳长途站,19433
2613,商丘中心汽车站,26462
2614,邵阳县汽车站,5143
2615,长沙黄花机场区域,6
2616,安流高速路口点,3
2617,柳州汽车总站,344
2618,乐东万冲,26
2619,龙塘,55
2620,昌江海尾,15
2621,保亭什玲,1
2622,五一,1
2623,望谟汽车站,84050
2624,安顺客运北站(华西客运站),8
2625,广德汽车客运中心,228
2626,运城客运中心,14
2627,长泰车站,2
2628,230102024,2
2629,上海长途汽车客运总站,49748
2630,温州南站,172023
2631,三门峡汽车总站,2039
2632,随州客运南站,165
2633,桂东车站,641
2634,古丈县汽车站,11970
2635,大朗汽车客运,1600
2636,江屯站北市配客点,33
2637,华湖镇第二招呼站,29
2638,平冈汽车客运站,75
2639,东莞长安汽车客运站,503
2640,T2航站楼,1
2641,马山汽车总站,642
2642,儋州新英,43
2643,琼中大丰场,17
2644,冕宁汽车客运站,11737
2645,瓮安汽车站,100076
2646,黄梅汽车客运站,3
2647,铁力市公路客运总站,1
2648,那曲南站,6664
2649,宝鸡汽车北站,69021
2650,太原建南汽车站,12213
2651,黟县,203
2652,大石桥圣通长途客运站,25298
2653,敦化市客运枢纽站,3755
2654,龙海,1502
2655,齐河县汽车站,37891
2656,新乡客运总站,16868
2657,蕲春新站,59131
2658,清远连州汽车客运站,50029
2659,仙庵镇第二招呼站,17
2660,宁明汽车客运服务站,1797
2661,水北,11
2662,澄迈黄竹,26
2663,白石溪,1
2664,恩平汽车客运站,2
2665,韶关西站,4
2666,合作公用型汽车站,2117
2667,轮台县客运站,297868
2668,220582001,21
2669,150721003,1
2670,漳州中心站,10470
2671,屏南,5672
2672,威海凯顺票务,579
2673,桐柏汽车站,1840
2674,邵阳汽车南站,67073
2675,凤岗车站,864
2676,清水湾壹号公馆,25
2677,广州芳村客运站,1
2678,巫溪汽车站,393
2679,遵义南白客运站,358
2680,聚宝盆客运中心,3
2681,平凉汽车站（西站）,25410
2682,武乡客运汽车站,63
2683,旅顺汽车站,19744
2684,抚松县公路客运总站,27544
2685,通化总站(新站),548
2686,220822001,3
2687,230714001,4
2688,东台汽车站,100089
2689,苏州园区站,456
2690,天台客运中心,67709
2691,安溪汽车总站,15358
2692,惠安车站,7755
2693,福康苑A区(武夷新区),51
2694,隆达站,144308
2695,高青,3920
2696,新宁汽车西站,12098
2697,新宁回龙寺镇汽车站,480
2698,深圳北汽车客运站,1659
2699,广州增城新塘汽车客运站,8263
2700,01|海丰总站梅陇售票点,123
2701,信宜城东汽车客运站,5
2702,镇宁汽车站,9704
2703,玄滩客运站,344
2704,湛江西汽车站,4
2705,瑞金市汽车站,3
2706,根河市汽车站,2
2707,旬阳汽车站,14233
2708,洋县客运站,99
2709,同德县汽车站,3918
2710,231181003,6
2711,大庆客运集团公路客运枢纽站,28170
2712,南京东站,964
2713,珊瑚站,6051
2714,普陀城北站,189885
2715,石狮中心站,2687
2716,文亨高速口,25
2717,高铁公路客运站,4394
2718,大悟,29089
2719,蕲春老站,17474
2720,广东省汽车客运站,12235
2721,神泉镇第一招呼站,45
2722,东莞市厚街专线汽车客运站,103
2723,内中站,10
2724,和岭,20
2725,盘县汽车站(城关),3009
2726,茶陵县客运站,9
2727,百合汽车站,3
2728,古镇汽车客运站,1
2729,陕西延安汽车南站,3195
2730,富力万达文华酒店,746
2731,乌海长途汽车站,1110
2732,阿城公路客运站,223734
2733,路桥金清站,9835
2734,天守,3
2735,新余,9596
2736,冠县站,110251
2737,周口中心站,37718
2738,镇平通运站,27
2739,长沙南线区域C,3
2740,岳阳联运汽车站,297
2741,茂名电白站,255
2742,海口南港,1260
2743,广东深圳福田区,2
2744,广西玉林陆川县,6
2745,璧山客货中心站,37
2746,苍溪汽车客运站,12140
2747,仪陇金城城北车站,539
2748,贵定汽车站,5807
2749,古蔺西区客运站,2375
2750,珠海香洲长途客运站,41
2751,高台县汽车站,39158
2752,昌吉客运站,2711493
2753,大同新南公路客运站,1842
2754,乌兰浩特站,42118
2755,231221038,9
2756,常州花园,44386
2757,东至站,5
2758,九江市共青汽车站,3
2759,孚利泰国际酒店,2579
2760,机场巴士,22
2761,丁家庄,1
2762,许昌汽车东站,2889
2763,汉阳,22210
2764,怀化汽车南站,31000
2765,深圳市龙岗沙湾汽车客运站,373
2766,贺州汽车总站,121
2767,儋州新英长坡,22
2768,文昌锦山,180
2769,平和,15
2770,西安市汽车站,27978
2771,白河客运站,3828
2772,崇信汽车站,9907
2773,定西汽车站,2721
2774,朔州迎宾汽车站,1040
2775,梅河口市公路客运总站,52975
2776,220702001,20
2777,肇州县客运站,8844
2778,柯桥航站楼,12329
2779,水头车站,75
2780,湖雷,1918
2781,华丰,5
2782,济宁航空港,96
2783,新县汽车站,285
2784,蒸阳站,6
2785,新田汽车站,6350
2786,饶平汽车客运站,15
2787,桂客北站,1610
2788,广西超大宾阳客货运运输服务中心,9
2789,美兰机场巴士站,5973
2790,琼海石壁,56
2791,乐东金鸡岭,1
2792,广西百色靖西,1
2793,琼海嘉积补票点,7
2794,东方板桥,1
2795,巴中南江车站(酒厂湾),7
2796,都匀客运东站,498
2797,七台河客运总站,10
2798,北海二运汽车站,4
2799,忻城汽车站,3
2800,渭源县汽车站,49
2801,交城县汽车站,85
2802,榆树市公路客运站,17949
2803,常熟北站,41089
2804,永兴汽车站,1470
2805,温岭中心站,31611
2806,长汀汽车站,3169
2807,象洞,35
2808,烟台总站,213230
2809,德州综合客运站,20
2810,永城汽车站,59
2811,武冈汽车西站,7800
2812,韶山市汽车站,4913
2813,永州汽车北站,12392
2814,郴州天龙汽车站,29893
2815,阳东东平良洞汽车客运站,154
2816,珠海平沙汽车客运站,195
2817,儋州东成,129
2818,文昌林梧,27
2819,保亭响水,47
2820,三亚藤桥路口,2
2821,彭水城北客运站,664
2822,贞丰汽车站,42334
2823,中江城南车站,33395
2824,射洪客运站,38467
2825,资中客运站,14867
2826,瑞丽客运站,6
2827,六里桥长途汽车站,113
2828,吴起汽车站,2320
2829,千阳客运站,42232
2830,蚌埠综合站,4036
2831,达拉特金源汽车站,66
2832,敦化市公路客运总站,14522
2833,市场,144
2834,230523011,1
2835,林甸县客运中心,4165
2836,桦川县公路客运站,27977
2837,黄桥站,47625
2838,曲霞站,2704
2839,即墨站,36237
2840,光山汽车站,9409
2841,韶关汽车客运西站,15921
2842,宝安沙井镇汽车客运站,3850
2843,临桂总站,2
2844,澄迈白莲,28
2845,金沙汽车站,18782
2846,遵义高铁汽车客运站,76832
2847,湄潭汽车站,4907
2848,绵竹客运站,425
2849,汉阳中心站,8
2850,广州南站客运站,9
2851,天水路汽车站,15355
2852,西宁客运中心站,56773
2853,临汾城西客运站,887
2854,叶柏寿客运站,68275
2855,磐石市公路客运总站,62948
2856,231223044,21
2857,232721001,3
2858,灵璧,2
2859,延津汽车站,16
2860,天河汽车客运站,10463
2861,五华横陂高速路口点,16
2862,石排客运站,110
2863,灌阳总站,401
2864,安吉客运站,3713
2865,广东珠海,16
2866,临高和舍,26
2867,广西岑溪,2
2868,长途汽车站,378
2869,黄平汽车站,16389
2870,蓬溪汽车客运中心,6162
2871,武定客运站,2
2872,北安客运总站,4
2873,黄南州汽车站,31171
2874,巩留客运站,300
2875,沁水汽车站,936
2876,五常山河客运站,136
2877,苏州南站,330604
2878,千岛湖汽车客运总站,26698
2879,六安汽车南站,300
2880,石狮塔前汽车站,7392
2881,永泰梧桐,12
2882,闽西建材城,13
2883,聊城总站,206998
2884,青岛,95787
2885,商水长途汽车站,366
2886,新蔡老汽车站,2
2887,汝城车站,1479
2888,星沙站,18863
2889,株洲南站,8811
2890,始兴汽车客运站,10655
2891,云安县富林汽车客运站,67
2892,荔波小七孔景区,529
2893,陆丰甲子客运站,1
2894,江油市汽车客运站,119
2895,类乌齐县客运站,1734
2896,白水汽车站,107
2897,和什托洛盖客运站,26
2898,南京汽车客运站,13667
2899,朋口火车站,2347
2900,峡江水边汽车站,214
2901,北岚,1
2902,通山,22054
2903,三里畈,2227
2904,清远英德汽车客运站,49444
2905,阳东汽车客运站,4887
2906,观源点,83
2907,金城江城西汽车站,2330
2908,南宁大沙田道路运输服务中心,4
2909,绿城清水湾,16
2910,陵水火车站,6
2911,清澜,4
2912,南充西门汽车站,9027
2913,台江汽车站,2143
2914,龙山客运站,5
2915,罗定罗镜客运站,1
2916,玛纳斯汽车站,561
2917,淮北市客运南站,11349
2918,大丰车站,124225
2919,吴江站,50652
2920,沛县汽车站,160400
2921,大丰闸,224
2922,南通火车站,7772
2923,福清车站,20049
2924,漳平汽车站,7291
2925,沂水站,2749
2926,郁南汽车客运站,4167
2927,北惯汽车客运站,32
2928,琼中思河,11
2929,广东中山,1
2930,册亨汽车站,53160
2931,北川县客运站,2506
2932,齐齐哈尔公路东站,13
2933,晋江长途汽车站,4
2934,宁县公用汽车站,699
2935,合肥市客运总站,64048
2936,开发区,35866
2937,220106001,255
2938,高桥站,24323
2939,台州客运南站,42602
2940,华安车站,811
2941,泉港倒桥票点,11
2942,龙口,22438
2943,驻马店东站,335
2944,建始,14078
2945,枝江站,28566
2946,来凤,18272
2947,黄陂客运站,3738
2948,三峡中专,600
2949,蓝山新车站,281
2950,珠海香洲长途汽车客运站,5292
2951,夏洞站,56
2952,田林汽车客运站,30
2953,象州汽车总站,164
2954,儋州东成路口,4
2955,番响,1
2956,古蔺县西区客运站,10497
2957,成都汽车总站(五桂桥),95598
2958,九襄汽车站,16350
2959,黎平汽车站,11891
2960,印江汽车客运站,4274
2961,临湘长安汽车站,1
2962,顺德乐从客运站,3
2963,施秉汽车客运站,56514
2964,喀什客运分站,1032123
2965,230502001,29
2966,金坛客运站,108639
2967,中牟汽车站,971
2968,石首,38285
2969,阳春汽车客运站,57008
2970,石龙车站,921
2971,安流点,13
2972,琼中南丘,1
2973,奉节港口汽车站,66
2974,重庆陈家坪汽车站,271
2975,松州客运站,1174
2976,吉首市汽车北站,38
2977,汉运司汉中汽车站,12
2978,麻江汽车客运站,85312
2979,福海客运站,35587
2980,新国线客运站,24480
2981,淮南,17552
2982,蒲县汽车站,2
2983,根河市长途汽车客运站,4440
2984,清原,103861
2985,通远堡中心客运站,41419
2986,220581001,14
2987,仪征汽车站,48807
2988,平望站,175
2989,瑞安中心站,52192
2990,漳浦车站,425
2991,聊城西站,149870
2992,梁山站,59351
2993,东营西站,5391
2994,鹤峰,18356
2995,龙山县汽车站,17
2996,茂名河西站,395
2997,临高南宝,24
2998,黄竹,58
2999,三亚雅亮,7
3000,万州长途汽车站(高铁),1142
3001,都匀总站,119538
3002,安顺汽车北站（普定）,1100
3003,埌东客运站,54
3004,梧村汽车站,6
3005,昭通客运中心站,2
3006,西安城北客运站,33
3007,镇赉客运站,6
3008,宝安汽车站,9
3009,泰宁汽车西站,4
3010,广安汽车总站,112
3011,贵定交运场站,60550
3012,农安南站,4
3013,230902003,6
3014,肇源客运站,6324
3015,宝清县客运站,6673
3016,胥浦站,837
3017,海盐客运中心,41784
3018,一中(中医院),4
3019,鹰潭,8288
3020,汤阴县汽车站,260
3021,禹州东站,56
3022,双峰汽车站,3865
3023,娄底汽车南站,6169
3024,沅陵汽车南站,20809
3025,嘉禾汽车站,7429
3026,蒸阳汽车站,23735
3027,深圳北汽车站,1312
3028,田东汽车客运站,36
3029,资源总站,102
3030,兴隆,3716
3031,定安金鸡岭,12
3032,提蒙,8
3033,白沙可任,10
3034,文昌抱罗叉,19
3035,綦江汽车站,2879
3036,垫江客运中心,1252
3037,宜宾江安客运中心,14199
3038,东站汽车站,5666
3039,昆明高铁南客运中心站,7
3040,汕头中旅客运站,10
3041,太原汽车客运东站,5
3042,黎平汽车客运站,82392
3043,太白山汽车站,4585
3044,木垒客运站,628
3045,马鞍山旅游站,1064
3046,鞍山长途客运总站,65992
3047,延吉市公铁分流站,43347
3048,220582002,2
3049,130303001,11
3050,哈尔滨道外客运站,21013
3051,洋河站,5690
3052,张家港锦丰,3664
3053,乐清虹桥客运中心,17478
3054,延平汽车站,30817
3055,宜黄,1725
3056,黄城,33
3057,长沙东,105431
3058,永兴车站,86
3059,徐闻汽车客运站,1146
3060,海丰鲘门配客站,32
3061,荔浦总站,596
3062,陵水本号,5
3063,青神汽车站,2245
3064,印江西环站,168997
3065,永顺汽车站,6
3066,汉中站,3785
3067,留坝汽车站,88
3068,平川区汽车站,36654
3069,寨西站,165415
3070,龙基路口,1
3071,龙岩实验学校,5
3072,漯河高铁汽车站,419
3073,邵阳汽车北站,13703
3074,湛江市遂溪汽车客运站,512
3075,隆江镇第一招呼站,52
3076,白沙卫星,9
3077,琼中阳江,1
3078,从江洛香高铁客运站,185
3079,台州市客运总站(椒江),321
3080,酃湖汽车站,6
3081,榆林汽车北站,674
3082,石泉城际客运站,26082
3083,耀县客运站,31079
3084,西固民航售票处,6
3085,德令哈汽车站,10056
3086,浑源县汽车站,1647
3087,马鞍山博望站,1122
3088,伊春市翠峦公路客运站,812
3089,五九七客运站,117
3090,扬州七里河,562
3091,莲南车站,2837
3092,济南,79
3093,鲁东大学南北区,1
3094,当阳,109225
3095,老河口汽车客运站,8132
3096,耒阳五里牌站,882
3097,资兴车站,76
3098,茂名客运中心汽车客运站,3460
3099,罗湖站,804
3100,龙洞堡机场,122
3101,黄宅车站,20
3102,遂溪汽车运输总站,1
3103,阿荣旗客运站,25298
3104,乌海市长途汽车站,196
3105,台安客运站,12200
3106,通化市公路客运站,95261
3107,射阳汽车站,95289
3108,龙潭,82
3109,咸村,577
3110,南昌长途汽车客运站,21590
3111,开发区西站,6
3112,平原汽车站,11902
3113,淄博,159239
3114,和平汽车客运站,24175
